Symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|lastDividendValue|date|message|ExDividendDate|DividendDate|Earnings Date|payoutdate|buy_date|hist|insight|symbol|dividend|Ex-Dividend Date|Dividend Date
| Prudential Public Limited Compa |0.46|21.5942|21.43|2.16|25.06|EQUITY||2025-03-28| Payout Ratio falls within the  low risk  range (<35%). |||2025-03-19|2025-05-14|2025-03-27| This is line with previous dividend. |  PUK first paid dividend 26 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 14.79% |PUK|0.326|2025-03-28|2025-05-13
| Ubiquiti Inc. |2.4|309.6|310.27|0.77|32.61|EQUITY||2025-02-18| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-08|2025-02-24|2025-02-17| This is line with previous dividend. | UI dividend growth is zero. |UI|0.6|2025-02-18|2025-02-23
| Tyson Foods  Inc. |2.0|62.38|62.37|3.21|66.55|EQUITY||2025-02-28| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-05|2025-03-14|2025-05-29| This is line with previous dividend. |  TSN first paid dividend 38 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 3.55% |TSN|0.5|2025-05-30|2025-03-13
| Zimmer Biomet Holdings  Inc. |0.96|112.15|112.26|0.86|21.67|EQUITY||2024-12-30| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-30|2025-04-30|2025-03-30| This is line with previous dividend. | ZBH dividend growth is zero. |ZBH|0.24|2025-03-31|2025-04-29
| Telus Corporation |1.11|14.29|14.29|7.8|232.33|EQUITY||2024-09-10| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-07|2025-04-01|2025-03-10| This is line with previous dividend. | TU dividend growth is zero. |TU|0.287|2025-03-11|2025-03-31
| Weyerhaeuser Company |0.84|29.59|29.36|2.86|148.15|EQUITY||2025-03-07| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2025-03-21|2025-03-06| This is line with previous dividend. |  WY first paid dividend 49 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 5.00% |WY|0.21|2025-03-07|2025-03-20
| CenterPoint Energy  Inc (Holdin |0.88|35.67|36.25|2.43|51.27|EQUITY||2025-02-20| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-28|2025-03-13|2025-02-19| This is line with previous dividend. |  CNP first paid dividend 64 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 7.96% |CNP|0.22|2025-02-20|2025-03-12
| Tenaris S.A. |1.66|39.67|39.1|4.25|37.02|EQUITY||2024-11-19| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-30|2024-11-27|2025-05-19| This is line with previous dividend. | TS dividend growth is zero. |TS|0.54|2025-05-20|2024-11-26
| McCormick & Company  Incorporat |1.8|81.63|81.46|2.21|58.97|EQUITY||2024-12-30| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-06-25|2025-04-21|2025-04-06| This is line with previous dividend. | MKC dividend growth is zero. |MKC|0.45|2025-04-07|2025-04-20
| Northern Trust Corporation |3.0|100.55|97.15|3.09|30.71|EQUITY||2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-22|2025-04-01|2025-03-13| This is line with previous dividend. |  NTRS first paid dividend 40 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 1.39% |NTRS|0.75|2025-03-14|2025-03-31
| Packaging Corporation of Americ |5.0|198.27|195.5|2.56|55.99|EQUITY||2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-22|2025-04-15|2025-03-13| This is line with previous dividend. |  PKG first paid dividend 23 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 0.00% |PKG|1.25|2025-03-14|2025-04-14
| Southwest Airlines Company |0.72|33.93|33.59|2.14|94.74|EQUITY||2025-03-12| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2025-04-02|2025-03-11| This is line with previous dividend. | LUV dividend growth is zero. |LUV|0.18|2025-03-12|2025-04-01
| Clorox Company (The) |4.88|145.63|146.28|3.34|131.88|EQUITY||2025-01-29| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2025-05-09|2025-04-22| This is line with previous dividend. |  CLX first paid dividend 44 years ago but dividends are growing only for 31 years. Dividend Growth Rate for last 5 years is 2.85% |CLX|1.22|2025-04-23|2025-05-08
| STERIS plc (Ireland) |2.28|224.23|223.0|1.02|35.05|EQUITY||2024-11-19| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-06|2025-03-21|2025-02-19| This is line with previous dividend. | STE dividend growth is zero. |STE|0.57|2025-02-20|2025-03-20
| CMS Energy Corporation |2.17|73.15|74.18|2.93|61.86|EQUITY||2025-02-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-23|2025-02-28|2025-02-13| This is line with previous dividend. |  CMS first paid dividend 34 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 5.88% |CMS|0.543|2025-02-14|2025-02-27
| NRG Energy  Inc. |1.76|95.76|95.2|1.85|32.67|EQUITY||2025-02-03| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-05|2025-02-18|2025-02-02| This is line with previous dividend. |  NRG first paid dividend 14 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 7.96% |NRG|0.44|2025-02-03|2025-02-17
| Watsco  Inc. |10.8|514.0|501.88|2.15|79.32|EQUITY||2025-01-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-22|2025-01-31|2025-01-16| This is line with previous dividend. |  WSO first paid dividend 34 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 8.75% |WSO|2.7|2025-01-17|2025-01-30
| Joint Stock Company Kaspi.kz -  |7.31|92.81|94.04|7.77|63.65|EQUITY||2024-08-22| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-21|2024-11-26|2024-11-19| This is line with previous dividend. | KSPI dividend growth is zero. |KSPI|1.792|2024-11-20|2024-11-25
| Leidos Holdings  Inc. |1.6|135.68|134.06|1.19|16.7|EQUITY||2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-28|2025-03-28|2025-03-13| This is line with previous dividend. |  LDOS first paid dividend 14 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.15% |LDOS|0.4|2025-03-14|2025-03-27
| Invitation Homes Inc. |1.16|34.16|34.47|3.37|152.7|EQUITY||2025-03-27| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2025-04-17|2025-03-26| This is line with previous dividend. |  INVH first paid dividend 9 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 14.09% |INVH|0.29|2025-03-27|2025-04-16
| Intercontinental Hotels Group |1.68|111.91|109.48|1.53|40.8|EQUITY||2024-08-30| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-18|2025-05-15|2025-04-03| This is line with previous dividend. | IHG dividend growth is zero. |IHG|0.532|2025-04-04|2025-05-14
| Citizens Financial Group  Inc. |1.68|41.25|40.25|4.17|55.45|EQUITY||2025-01-31| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-16|2025-02-14|2025-01-30| This is line with previous dividend. |  CFG first paid dividend 12 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 1.49% |CFG|0.42|2025-01-31|2025-02-13
| Coterra Energy Inc. |0.88|28.52|28.63|3.07|56.0|EQUITY||2025-03-13| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-30|2025-03-27|2025-03-12| This is line with previous dividend. |  CTRA first paid dividend 36 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 4.88% |CTRA|0.22|2025-03-13|2025-03-26
| Labcorp Holdings Inc. |2.88|231.67|230.02|1.25|32.58|EQUITY||2025-02-27| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-20|2025-03-12|2025-02-26| This is line with previous dividend. |  LH first paid dividend 9 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 7.89% |LH|0.72|2025-02-27|2025-03-11
| SGS SA |0.36|9.91|9.93|3.66|106.09|EQUITY||2024-04-02| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-10|2024-05-10|2025-04-02| This is line with previous dividend. | SGSOY dividend growth is zero. |SGSOY|0.361|2025-04-03|2024-05-09
| Essex Property Trust  Inc. |10.28|304.8|306.0|3.36|84.92|EQUITY||2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2025-04-15|2025-03-30| This is line with previous dividend. |  ESS first paid dividend 31 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 3.35% |ESS|2.45|2025-03-31|2025-04-14
| SS&C Technologies Holdings  Inc |1.0|83.64|81.98|1.22|32.67|EQUITY||2025-03-03| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-03-17|2025-03-02| This is line with previous dividend. |  SSNC first paid dividend 12 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 11.80% |SSNC|0.25|2025-03-03|2025-03-16
| Seagate Technology Holdings PLC |2.88|87.5|84.92|3.39|51.27|EQUITY||2025-03-19| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-21|2025-04-02|2025-03-18| This is line with previous dividend. |  STX first paid dividend 22 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 2.86% |STX|0.72|2025-03-19|2025-04-01
| Dick's Sporting Goods Inc |4.85|208.8775|201.97|2.4|31.32|EQUITY||2025-03-28| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-27|2025-04-11|2025-03-27| This is line with previous dividend. |  DKS first paid dividend 15 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 35.20% |DKS|1.213|2025-03-28|2025-04-10
| The Carlyle Group Inc. |1.4|45.09|43.15|3.24|50.54|EQUITY||2025-02-21| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2025-02-28|2025-02-20| This is line with previous dividend. | CG dividend growth is zero. |CG|0.35|2025-02-21|2025-02-27
| Mid-America Apartment Communiti |6.06|165.25|165.9|3.65|130.96|EQUITY||2025-01-15| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-04-30|2025-04-14| This is line with previous dividend. |  MAA first paid dividend 32 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 8.66% |MAA|1.515|2025-04-15|2025-04-29
| Loews Corporation |0.25|91.4|90.64|0.28|3.9|EQUITY||2025-02-26| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-05|2025-03-11|2025-02-25| This is line with previous dividend. |  L first paid dividend 39 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 0.00% |L|0.063|2025-02-26|2025-03-10
| AerCap Holdings N.V. |1.08|102.76|102.16|1.06|6.95|EQUITY||2024-11-13| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-29|2025-04-03|2025-03-11| This is line with previous dividend. | AER dividend growth is zero. |AER|0.25|2025-03-12|2025-04-02
| FactSet Research Systems Inc. |4.16|449.23|448.76|0.93|29.55|EQUITY||2025-02-28| Payout Ratio falls within the  low risk  range (<35%). |||2025-06-19|2025-03-20|2025-02-27| This is line with previous dividend. |  FDS first paid dividend 27 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 6.20% |FDS|1.04|2025-02-28|2025-03-19
| Best Buy Co.  Inc. |3.8|74.87|72.45|5.24|87.85|EQUITY||2025-03-25| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-28|2025-04-15|2025-03-24| This is line with previous dividend. |  BBY first paid dividend 23 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 11.55% |BBY|0.95|2025-03-25|2025-04-14
| TransUnion |0.46|84.68|82.25|0.56|28.97|EQUITY||2025-02-27| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-23|2025-03-14|2025-02-26| This is line with previous dividend. |  TRU first paid dividend 8 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 6.58% |TRU|0.115|2025-02-27|2025-03-13
| Principal Financial Group Inc |3.0|85.08|83.06|3.61|42.66|EQUITY||2025-03-12| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-23|2025-03-28|2025-03-11| This is line with previous dividend. |  PFG first paid dividend 24 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 5.30% |PFG|0.75|2025-03-12|2025-03-27
| J.B. Hunt Transport Services  I |1.76|150.8|146.12|1.2|30.94|EQUITY||2025-02-07| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-14|2025-02-21|2025-02-06| This is line with previous dividend. |  JBHT first paid dividend 36 years ago but dividends are growing only for 21 years. Dividend Growth Rate for last 5 years is 10.26% |JBHT|0.44|2025-02-07|2025-02-20
| Snap-On Incorporated |8.56|335.29|329.31|2.6|39.57|EQUITY||2025-02-24| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-16|2025-03-10|2025-02-23| This is line with previous dividend. |  SNA first paid dividend 41 years ago but dividends are growing only for 18 years. Dividend Growth Rate for last 5 years is 14.66% |SNA|2.14|2025-02-24|2025-03-09
| GFL Environmental Inc. Subordin |0.06|48.8|47.76|0.12|53.1|EQUITY||2024-10-16| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2025-01-31|2025-01-12| This is line with previous dividend. | GFL dividend growth is zero. |GFL|0.014|2025-01-13|2025-01-30
| Arcelor Mittal NY Registry Shar |0.55|29.72|28.78|1.91|29.59|EQUITY||2024-11-12| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-02|2025-12-03|2025-05-15| This is line with previous dividend. | MT dividend growth is zero. |MT|0.25|2025-05-16|2025-12-02
| Alexandria Real Estate Equities |5.28|95.71|95.6|5.52|288.33|EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2025-04-15|2025-03-30| This is line with previous dividend. | ARE dividend growth is zero. |ARE|1.32|2025-03-31|2025-04-14
| Corebridge Financial Inc. |0.96|32.23|31.36|3.06|24.73|EQUITY||2025-03-17| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-01|2025-03-31|2025-03-16| This is line with previous dividend. |  CRBG first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 4.35% |CRBG|0.24|2025-03-17|2025-03-30
| Brown Forman Inc |0.91|33.88|33.69|2.69|42.1|EQUITY||2025-03-07| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-06-03|2025-04-01|2025-03-06| This is line with previous dividend. |  BF-A first paid dividend 39 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 6.30% |BF-A|0.227|2025-03-07|2025-03-31
| Hormel Foods Corporation |1.16|30.32|30.36|3.82|82.43|EQUITY||2025-01-13| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-28|2025-05-15|2025-04-13| This is line with previous dividend. |  HRL first paid dividend 39 years ago but dividends are growing only for 24 years. Dividend Growth Rate for last 5 years is 4.47% |HRL|0.29|2025-04-14|2025-05-14
| Steel Dynamics  Inc. |2.0|127.99|123.97|1.61|18.7|EQUITY||2024-12-31| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-22|2025-04-11|2025-03-30| This is line with previous dividend. | STLD dividend growth is zero. |STLD|0.46|2025-03-31|2025-04-10
| KeyCorp |0.82|16.17|15.8|5.19|107.89|EQUITY||2025-03-04| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-17|2025-03-14|2025-03-03| This is line with previous dividend. |  KEY first paid dividend 39 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 2.07% |KEY|0.205|2025-03-04|2025-03-13
| RB Global  Inc. |1.16|100.29|97.89|1.19|55.72|EQUITY||2024-08-28| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-07|2025-03-03|2025-02-13| This is line with previous dividend. | RBA dividend growth is zero. |RBA|0.29|2025-02-14|2025-03-02
| Ecopetrol S.A. |1.71|10.39|10.22|16.72|82.0|EQUITY||2024-06-25| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2025-07-07|2025-04-02| This is line with previous dividend. | EC dividend growth is zero. |EC|0.8|2025-04-03|2025-07-06
| NiSource Inc |1.12|39.75|39.92|2.81|65.43|EQUITY||2025-02-03| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-06|2025-05-20|2025-04-29| This is line with previous dividend. |  NI first paid dividend 41 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 5.92% |NI|0.28|2025-04-30|2025-05-19
| Quest Diagnostics Incorporated |3.2|166.0|167.33|1.91|38.49|EQUITY||2025-01-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-21|2025-04-21|2025-04-06| This is line with previous dividend. |  DGX first paid dividend 22 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 6.02% |DGX|0.75|2025-04-07|2025-04-20
