symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
RGCO,2025-04-16,2025-04-17,2025-04-29,2025-05-01,RGC Resources Inc.,0.83,20.87,21.01,3.95,68.38,EQUITY,0.208,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.85% increase.,"RGCO started paying dividends 32 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 3.52%."
RELL,2025-02-06,2025-02-07,2025-04-08,2025-02-26,"Richardson Electronics, Ltd.",0.24,11.16,10.89,2.2,701.69,EQUITY,0.06,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"RELL started paying dividends 38 years ago, but there is no recorded dividend growth in the last 5 years."
ISTR,2025-03-30,2025-03-31,2025-04-21,2025-04-30,Investar Holding Corporation,0.42,17.61,17.41,2.41,20.1,EQUITY,0.105,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ISTR started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 11.84%."
UTMD,2025-03-13,2025-03-14,2025-04-23,2025-04-03,"Utah Medical Products, Inc.",1.22,56.04,56.0,2.18,30.43,EQUITY,0.305,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"UTMD started paying dividends 22 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 1.70%."
ESCA,2025-04-06,2025-04-07,2025-04-23,2025-04-14,"Escalade, Incorporated",0.6,15.3,15.78,3.8,64.52,EQUITY,0.15,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ESCA started paying dividends 22 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 3.71%."
LCNB,2025-03-02,2025-03-03,2025-04-28,2025-03-17,LCNB Corporation,0.88,14.79,14.88,5.91,90.72,EQUITY,0.22,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"LCNB started paying dividends 26 years ago, and dividends have been growing for 24 years. Dividend Growth Rate for the last 5 years is 4.10%."
CAF,2022-12-14,2022-12-15,2025-03-06,2018-12-27,Morgan Stanley China A Share Fu,0.0,13.08,13.01,0.02,0.0,EQUITY,0.327,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,CAF has just started to pay dividends.
ESOA,2025-03-30,2025-03-31,2025-05-06,2025-04-15,Energy Services of America Corp,0.12,9.45,9.89,1.21,2.08,EQUITY,0.03,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"ESOA started paying dividends 6 years ago, but there is no recorded dividend growth in the last 1 years."
FUNC,2025-04-16,2025-04-17,2025-04-21,2025-05-01,First,0.88,30.02,29.71,2.96,26.03,EQUITY,0.22,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"FUNC started paying dividends 27 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 11.10%."
ONL,2025-03-30,2025-03-31,2025-05-07,2025-04-15,Orion Properties Inc.,0.08,2.14,2.12,3.77,0.0,EQUITY,0.02,Payout Ratio falls within the low risk (<35%).,Reflecting a -400.00% cut.,ONL has just started to pay dividends.
EVC,2025-03-16,2025-03-17,2025-04-30,2025-03-31,Entravision Communications Corp,0.2,2.1,2.11,9.48,1750.0,EQUITY,0.05,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"EVC started paying dividends 15 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 14.87%."
MFIN,2025-03-16,2025-03-17,2025-04-28,2025-03-31,Medallion Financial Corp.,0.44,8.71,8.74,5.03,26.97,EQUITY,0.11,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MFIN started paying dividends 24 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 11.20%."
KNOP,2025-01-26,2025-01-27,2025-05-21,2025-02-06,KNOT Offshore Partners LP,0.1,6.98,7.61,1.37,49.52,EQUITY,0.026,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"KNOP started paying dividends 13 years ago, but there is no recorded dividend growth in the last 2 years."
CFNB,2024-06-11,2024-06-12,2025-04-12,2024-06-26,California First National Banco,0.4,0.0,20.31,1.97,11.4,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,CFNB has just started to pay dividends.
LFVN,2025-03-02,2025-03-03,2025-04-30,2025-03-17,Lifevantage Corporation,0.16,14.58,15.79,1.01,27.19,EQUITY,0.04,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"LFVN started paying dividends 4 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 6.90%."
WILC,2025-03-23,2025-03-24,2025-05-19,2024-04-17,"G. Willi-Food International,  L",0.8,14.8,15.205,5.26,15.25,EQUITY,0.582,Payout Ratio falls within the low risk (<35%).,Reflecting a 65.64% increase.,"WILC started paying dividends 7 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -0.68%."
FUND,2025-03-13,2025-03-14,2025-05-06,2018-12-28,"Sprott Focus Trust, Inc. - Clos",0.61,7.41,7.385,8.21,1007.83,EQUITY,0.131,Payout Ratio falls within the high risk (>75%).,Reflecting a -64.89% cut.,FUND has just started to pay dividends.
NC,2025-03-02,2025-03-03,2025-04-30,2025-03-17,"NACCO Industries, Inc.",0.91,33.73,34.09,2.67,19.65,EQUITY,0.228,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NC started paying dividends 41 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 3.39%."
CIO,2025-04-09,2025-04-10,2025-05-02,2025-04-24,"City Office REIT, Inc.",0.4,5.19,5.11,7.83,363.64,EQUITY,0.1,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"CIO started paying dividends 12 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -29.29%."
MQT,2025-03-13,2025-03-14,2025-04-01,2019-02-01,Blackrock MuniYield Quality Fun,0.61,10.0,10.1,6.06,116.17,EQUITY,0.051,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"MQT started paying dividends 34 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 20.71%."
AOMR,2025-02-20,2025-02-21,2025-05-05,2025-02-28,"Angel Oak Mortgage REIT, Inc.",1.28,9.53,9.4,13.62,109.4,EQUITY,0.32,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"AOMR started paying dividends 5 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -10.74%."
OPBK,2025-02-05,2025-02-06,2025-04-23,2025-02-20,OP Bancorp,0.48,12.02,11.86,4.05,34.53,EQUITY,0.12,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"OPBK started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 11.38%."
CFFI,2025-03-13,2025-03-14,2025-04-17,2025-04-01,C&F Financial Corporation,1.84,67.39,66.7,2.76,29.28,EQUITY,0.46,Payout Ratio falls within the low risk (<35%).,Reflecting a 4.35% increase.,"CFFI started paying dividends 28 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 3.90%."
HBB,2025-03-02,2025-03-03,2025-05-05,2025-03-14,Hamilton Beach Brands Holding C,0.46,19.43,19.86,2.32,20.68,EQUITY,0.115,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HBB started paying dividends 9 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 5.02%."
CHMG,2025-03-17,2025-03-18,2025-04-16,2025-04-01,Chemung Financial Corp,1.28,47.57,46.95,2.73,25.0,EQUITY,0.32,Payout Ratio falls within the low risk (<35%).,Reflecting a 3.13% increase.,"CHMG started paying dividends 26 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 4.24%."
MBCN,2025-02-27,2025-02-28,2025-04-28,2025-03-14,Middlefield Banc Corp.,0.84,27.95,26.93,3.12,41.67,EQUITY,0.21,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.76% increase.,"MBCN started paying dividends 23 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 5.00%."
PWOD,2025-03-10,2025-03-11,2025-04-23,2025-03-25,"Penns Woods Bancorp, Inc.",1.28,27.91,28.08,4.56,54.47,EQUITY,0.32,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"PWOD started paying dividends 29 years ago, but there is no recorded dividend growth in the last 5 years."
ALTG,2025-02-13,2025-02-14,2025-05-06,2025-02-28,Alta Equipment Group Inc.,0.23,4.69,4.57,4.99,126.67,EQUITY,0.057,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ALTG started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
OVLY,2025-02-02,2025-02-03,2025-04-17,2025-02-14,Oak Valley Bancorp (CA),0.6,24.96,24.94,2.41,14.9,EQUITY,0.3,Payout Ratio falls within the low risk (<35%).,Reflecting a 25.00% increase.,"OVLY started paying dividends 17 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 16.47%."
FF,2025-06-03,2025-06-04,2025-05-08,2025-12-18,FutureFuel Corp.,0.24,3.9,3.92,6.12,68.57,EQUITY,0.06,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"FF started paying dividends 15 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -97.60%."
TTEC,2024-04-01,2024-04-02,2025-05-06,2024-04-30,"TTEC Holdings, Inc.",0.12,3.29,3.27,3.67,577.78,EQUITY,0.06,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,TTEC has just started to pay dividends.
WHF,2025-03-20,2025-03-21,2025-05-06,2025-04-04,"WhiteHorse Finance, Inc.",1.54,9.65,9.58,16.08,327.66,EQUITY,0.385,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"WHF started paying dividends 14 years ago, but there is no recorded dividend growth in the last 1 years."
BHR,2025-03-30,2025-03-31,2025-05-07,2025-04-15,Braemar Hotels & Resorts Inc.,0.2,2.49,2.55,7.84,37.5,EQUITY,0.05,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BHR started paying dividends 11 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 71.00%."
PKBK,2025-04-03,2025-04-04,2025-04-17,2025-04-18,"Parke Bancorp, Inc.",0.72,18.84,18.81,3.83,31.72,EQUITY,0.18,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PKBK started paying dividends 13 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 2.38%."
BWFG,2025-02-10,2025-02-11,2025-04-22,2025-02-21,"Bankwell Financial Group, Inc.",0.8,30.18,29.9,2.68,65.04,EQUITY,0.2,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"BWFG started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 7.39%."
TSBK,2025-02-13,2025-02-14,2025-04-21,2025-02-28,"Timberland Bancorp, Inc.",1.0,30.15,30.23,3.31,31.29,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"TSBK started paying dividends 26 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 4.26%."
EVBN,2025-03-12,2025-03-13,2025-04-28,2025-04-10,"Evans Bancorp, Inc.",1.32,38.97,38.67,3.41,61.11,EQUITY,0.66,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"EVBN started paying dividends 24 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 2.62%."
DSX,2025-03-11,2025-03-12,2025-05-26,2025-03-21,Diana Shipping inc.,0.17,1.56,1.6,10.63,470.0,EQUITY,0.075,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,DSX has just started to pay dividends.
ILPT,2025-01-26,2025-01-27,2025-04-29,2025-02-20,Industrial Logistics Properties,0.04,3.44,3.51,1.14,92.31,EQUITY,0.01,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ILPT started paying dividends 8 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -68.82%."
NWFL,2025-01-14,2025-01-15,2025-04-21,2025-02-01,Norwood Financial Corp.,1.24,24.17,24.56,5.05,74.84,EQUITY,0.31,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.23% increase.,"NWFL started paying dividends 27 years ago, and dividends have been growing for 26 years. Dividend Growth Rate for the last 5 years is 4.40%."
BKT,2025-03-13,2025-03-14,2025-03-07,2019-01-09,BlackRock Income Trust Inc. (Th,1.06,11.85,11.88,8.91,756.0,EQUITY,0.088,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"BKT started paying dividends 38 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -4.80%."
ATNI,2025-03-30,2025-03-31,2025-04-22,2025-04-07,"ATN International, Inc.",0.96,20.31,20.27,4.74,68.69,EQUITY,0.24,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ATNI started paying dividends 30 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 7.14%."
WSBF,2025-04-07,2025-04-08,2025-04-28,2025-05-01,"Waterstone Financial, Inc.",0.6,13.45,13.42,4.47,44.55,EQUITY,0.15,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"WSBF started paying dividends 12 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is -13.40%."
GHI,2025-03-30,2025-03-31,2025-05-06,2025-04-30,Greystone Housing Impact Invest,1.48,12.33,12.2,12.13,194.74,EQUITY,0.37,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GHI started paying dividends 40 years ago, but there is no recorded dividend growth in the last 1 years."
ESEA,2025-03-10,2025-03-11,2025-05-21,2025-03-18,Euroseas Ltd.,2.6,30.65,31.81,8.17,14.81,EQUITY,0.6,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ESEA has just started to pay dividends.
ERC,2025-04-10,2025-04-11,2025-06-30,2019-03-01,109188,0.87,9.22,9.225,9.44,57.79,EQUITY,0.073,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"ERC started paying dividends 23 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 4.38%."
GHG,2024-09-29,2024-09-30,2025-06-23,2024-10-23,GreenTree Hospitality Group Ltd,0.1,2.42,2.46,4.07,35.96,EQUITY,0.1,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,GHG has just started to pay dividends.
WTI,2025-03-16,2025-03-17,2025-05-08,2025-03-24,"W&T Offshore, Inc.",0.04,1.55,1.46,2.74,9.09,EQUITY,0.01,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"WTI started paying dividends 13 years ago, but there is no recorded dividend growth in the last 2 years."
PINE,2025-03-12,2025-03-13,2025-04-24,2025-03-31,"Alpine Income Property Trust, I",1.14,16.72,17.13,6.65,792.86,EQUITY,0.285,Payout Ratio falls within the high risk (>75%).,Reflecting a 1.75% increase.,"PINE started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 7.34%."
SGC,2025-02-17,2025-02-18,2025-05-05,2025-02-28,"Superior Group of Companies, In",0.56,10.94,10.88,5.15,76.71,EQUITY,0.14,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"SGC started paying dividends 39 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.89%."
MVBF,2025-02-27,2025-02-28,2025-04-28,2025-03-15,MVB Financial Corp.,0.68,17.32,17.25,3.94,44.44,EQUITY,0.17,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"MVBF started paying dividends 14 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 13.56%."
