Symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,trailingAnnualDividendRate,trailingAnnualDividendYield,AnnualRate,message,DividendDate,ExDividendDate,EarningsDate,payoutdate,buy_date,hist,insight
DUFRY,AVOLTA AG,0.02,0.077,4.45,4.51,171.0,74.25,EQUITY,0.7,0.15730338,0.08,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-06-05,2024-05-20,2025-03-12,2024-06-06,2024-05-19,Reflecting a 0.25974025974025977% cut., DUFRY first paid dividend 3 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
RITM,Rithm Capital Corp.,0.25,0.25,11.86,11.94,838.0000000000001,59.88,EQUITY,1.0,0.084317036,1.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-30,2024-12-31,2025-04-28,2025-01-31,2024-12-30,This is line with previous dividend., RITM first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
ADOOY,PT ALAMTRI RES INDONESIA TBK,0.2425,0.645,7.0,6.85,1380.0,49.18,EQUITY,0.021,0.003,0.97,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-29,2025-01-13,2025-02-26,2025-01-30,2025-01-12,Reflecting a 0.375968992248062% cut., ADOOY first paid dividend 13 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
IDA,"IDACORP, Inc.",0.86,0.86,114.32,115.77,297.0,60.91,EQUITY,3.35,0.029303709,3.44,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-27,2025-02-05,2025-04-30,2025-02-28,2025-02-04,This is line with previous dividend., IDA first paid dividend 41 years ago but dividends are growing only for 14 years. Dividend Growth Rate for last 5 years is 5.12%
TRNO,Terreno Realty Corporation,0.49,0.49,67.0,67.33,291.0,97.92,EQUITY,1.88,0.0280597,1.96,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-03,2025-03-27,2025-05-06,2025-04-04,2025-03-26,This is line with previous dividend., TRNO first paid dividend 14 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 12.66%
ESNT,Essent Group Ltd.,0.31,0.28,56.42,56.81,218.00000000000003,16.350001,EQUITY,1.12,0.019851116,1.24,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-23,2025-03-14,2025-02-14,2025-03-24,2025-03-13,Reflecting a 10.714285714285698% increase., ESNT first paid dividend 6 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 15.02%
FSS,Federal Signal Corporation,0.14,0.12,90.78,90.75,62.0,13.33,EQUITY,0.46,0.0050671957,0.56,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-26,2025-03-14,2025-02-26,2025-03-27,2025-03-13,Reflecting a 16.666666666666675% increase., FSS first paid dividend 35 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 15.47%
PVH,PVH Corp.,0.0375,0.038,78.54,76.82,20.0,1.23000005,EQUITY,0.15,0.0019098549,0.15,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-25,2025-03-05,2025-03-31,2025-03-26,2025-03-04,Reflecting a 0.9868421052631579% cut., PVH first paid dividend 39 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 0.00%
HR,Healthcare Realty Trust Incorpo,0.31,0.31,16.82,16.86,735.0,251.52999999999997,EQUITY,1.24,0.07372176,1.24,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-18,2025-03-03,2025-05-05,2025-03-19,2025-03-02,This is line with previous dividend., HR first paid dividend 32 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
LFUS,"Littelfuse, Inc.",0.7,0.7,249.12,241.06,115.99999999999999,59.870000000000005,EQUITY,2.7,0.010838151,2.8,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-05,2025-02-20,2025-04-28,2025-03-06,2025-02-19,This is line with previous dividend., LFUS first paid dividend 16 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 9.89%
SLM,SLM Corporation,0.13,0.13,30.59,30.02,173.0,16.85,EQUITY,0.46,0.015037594,0.52,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-16,2025-03-05,2025-04-22,2025-03-17,2025-03-04,This is line with previous dividend., SLM first paid dividend 31 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 44.28%
OBDC,Blue Owl Capital Corporation,0.4225,0.37,15.39,15.35,1101.0,112.42000000000002,EQUITY,1.48,0.09616634,1.69,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-14,2025-02-27,2025-05-06,2025-04-15,2025-02-26,Reflecting a 14.18918918918919% increase., OBDC first paid dividend 6 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 362.50%
QFIN,"Qifu Technology, Inc",0.295,0.6,40.45,40.14,292.0,23.959999,EQUITY,8.219,0.20318912,1.18,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-10-31,2024-09-27,2025-03-10,2024-11-01,2024-09-26,Reflecting a 0.49166666666666664% cut., QFIN first paid dividend 4 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 93.65%
CSWI,"CSW Industrials, Inc.",0.24,0.24,299.38,303.43,32.0,10.2,EQUITY,0.85,0.0028392011,0.96,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-13,2025-01-31,2025-05-21,2025-02-14,2025-01-30,This is line with previous dividend., CSWI first paid dividend 7 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 12.47%
MTG,MGIC Investment Corporation,0.13,0.13,23.88,24.09,216.0,16.96,EQUITY,0.49,0.020519264,0.52,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-04,2025-02-18,2025-04-29,2025-03-05,2025-02-17,This is line with previous dividend., MTG first paid dividend 25 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 21.32%
FMC,FMC Corporation,0.58,0.58,37.97,38.24,607.0,72.269994,EQUITY,2.32,0.061100867,2.32,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-15,2024-12-31,2025-05-05,2025-01-16,2024-12-30,This is line with previous dividend., FMC first paid dividend 22 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 5.68%
ESI,Element Solutions Inc.,0.08,0.08,26.27,26.29,122.0,32.0,EQUITY,0.32,0.0121811945,0.32,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-16,2025-03-03,2025-04-28,2025-03-17,2025-03-02,This is line with previous dividend., ESI first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
TKC,Turkcell Iletisim Hizmetleri AS,0.055,0.095,7.24,7.24,306.0,8.68,EQUITY,2.853,0.3940608,0.22,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-15,2024-12-06,2025-02-27,2024-12-16,2024-12-05,Reflecting a 0.5789473684210527% cut., TKC first paid dividend 16 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 0.00%
OSK,Oshkosh Corporation (Holding Co,0.51,0.51,102.94,102.87,198.0,17.78,EQUITY,1.84,0.01787449,2.04,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-02,2025-02-14,2025-04-23,2025-03-03,2025-02-13,This is line with previous dividend., OSK first paid dividend 36 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 11.29%
UGI,UGI Corporation,0.375,0.375,33.29,33.36,451.0,58.81999999999999,EQUITY,1.5,0.045058575,1.5,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-31,2025-03-17,2025-04-29,2025-04-01,2025-03-16,This is line with previous dividend., UGI first paid dividend 40 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
PJT,PJT Partners Inc.,0.25,0.25,159.56,155.82,64.0,20.330000000000002,EQUITY,1.0,0.006267235,1.0,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-18,2025-03-05,2025-04-30,2025-03-19,2025-03-04,This is line with previous dividend., PJT first paid dividend 9 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
LSTR,"Landstar System, Inc.",0.36,0.36,156.59,157.46,91.0,25.05,EQUITY,1.38,0.008812823,1.44,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-10,2025-02-18,2025-04-22,2025-03-11,2025-02-17,This is line with previous dividend., LSTR first paid dividend 21 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
COLD,"Americold Realty Trust, Inc.",0.22,0.22,22.34,22.17,394.0,763.64,EQUITY,0.88,0.039391227,0.88,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-14,2024-12-31,2025-05-07,2025-01-15,2024-12-30,This is line with previous dividend., COLD first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
FSK,FS KKR Capital Corp.,0.7,0.7,23.48,23.41,1196.0,148.94,EQUITY,2.56,0.10902896,2.8,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-17,2024-12-04,2025-02-26,2024-12-18,2024-12-03,This is line with previous dividend., FSK first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
XP,XP Inc.,0.1625,0.73,14.56,14.72,442.0,48.810002000000004,EQUITY,0.0,0.0,0.65,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-17,2024-12-10,2025-02-18,2024-12-18,2024-12-09,Reflecting a 0.2226027397260274% cut., XP first paid dividend 1 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 0.00%
VMI,"Valmont Industries, Inc.",0.68,0.6,342.86,347.5,78.0,13.96,EQUITY,2.4,0.0069999425,2.72,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-14,2025-03-28,2025-04-29,2025-04-15,2025-03-27,Reflecting a 13.333333333333353% increase., VMI first paid dividend 39 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
AWI,Armstrong World Industries Inc,0.3075,0.308,145.72,153.32,85.0,19.75,EQUITY,0.0,0.0,1.23,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-19,2025-03-06,2025-04-28,2025-03-20,2025-03-05,Reflecting a 0.9983766233766234% cut., AWI first paid dividend 10 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 9.02%
CADE,Cadence Bank,0.275,0.25,32.66,32.49,339.0,156.35,EQUITY,1.0,0.030618494,1.1,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-31,2025-03-14,2025-04-21,2025-04-01,2025-03-13,Reflecting a 10.000000000000009% increase., CADE first paid dividend 35 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 7.10%
CGNX,Cognex Corporation,0.08,0.08,32.84,32.81,98.0,49.19,EQUITY,0.305,0.009287454,0.32,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-12,2025-02-27,2025-04-30,2025-03-13,2025-02-26,This is line with previous dividend., CGNX first paid dividend 20 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 7.46%
STAG,"Stag Industrial, Inc.",0.3725,0.124,35.32,35.66,418.0,142.31,EQUITY,1.48,0.041902605,1.49,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-14,2025-02-28,2025-04-28,2025-04-15,2025-02-27,Reflecting a 200.4032258064516% increase., STAG first paid dividend 15 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 0.66%
SPXSY,SPIRAX GROUP PLC,0.255,0.318,47.74,47.2,217.0,62.03999999999999,EQUITY,1.615,0.033829074,1.02,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-01,2024-10-18,2025-03-11,2024-12-02,2024-10-17,Reflecting a 0.8018867924528302% cut., SPXSY first paid dividend 1 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
OMF,"OneMain Holdings, Inc.",1.04,1.04,53.04,52.58,784.0,97.169995,EQUITY,4.12,0.07767722,4.16,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-19,2025-02-12,2025-04-28,2025-02-20,2025-02-11,This is line with previous dividend., OMF first paid dividend 7 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
BMI,"Badger Meter, Inc.",0.34,0.34,206.21,207.59,66.0,28.84,EQUITY,1.22,0.005916299,1.36,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-13,2025-02-28,2025-04-16,2025-03-14,2025-02-27,This is line with previous dividend., BMI first paid dividend 35 years ago but dividends are growing only for 21 years. Dividend Growth Rate for last 5 years is 14.87%
RHP,"Ryman Hospitality Properties, I",1.15,1.15,98.35,97.13,468.0,101.6,EQUITY,4.45,0.045246568,4.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-14,2025-03-31,2025-04-29,2025-04-15,2025-03-30,This is line with previous dividend., RHP first paid dividend 21 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 125.72%
ADT,ADT Inc.,0.055,0.055,7.38,7.58,298.0,2000.0,EQUITY,0.2,0.02710027,0.22,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-08,2024-12-12,2025-02-27,2025-01-09,2024-12-11,This is line with previous dividend., ADT first paid dividend 7 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 25.36%
FAF,First American Corporation (New,0.54,0.54,63.89,65.2,331.0,169.84,EQUITY,2.14,0.033495072,2.16,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-16,2025-03-10,2025-04-23,2025-03-17,2025-03-09,This is line with previous dividend., FAF first paid dividend 15 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 4.18%
WHR,Whirlpool Corporation,1.75,1.75,101.1,104.2,672.0,68.89999999999999,EQUITY,7.0,0.06923838,7.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-03-14,2025-02-28,2025-04-23,2025-03-15,2025-02-27,This is line with previous dividend., WHR first paid dividend 42 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 7.84%
GNTX,Gentex Corporation,0.12,0.12,24.505,24.67,195.0,20.45,EQUITY,0.48,0.019587839,0.48,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-21,2025-01-08,2025-04-24,2025-01-22,2025-01-07,This is line with previous dividend., GNTX first paid dividend 23 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 0.00%
BYD,Boyd Gaming Corporation,0.18,0.17,76.49,75.41,95.0,10.99,EQUITY,0.68,0.008890051,0.72,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-14,2025-03-17,2025-04-23,2025-04-15,2025-03-16,Reflecting a 5.88235294117645% increase., BYD first paid dividend 12 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 4.26%
BRFS,BRF S.A.,0.03,0.2,3.29,3.34,350.0,0.0,EQUITY,0.0,0.0,0.12,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-08,2024-12-18,2025-05-05,2025-01-09,2024-12-17,Reflecting a 0.15% cut., BRFS first paid dividend 15 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 0.00%
STVN,Stevanato Group S.p.A.,0.015,0.058,21.12,20.87,28.000000000000004,12.33,EQUITY,0.053,0.0025094696,0.06,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-07-14,2024-06-04,2025-03-06,2024-07-15,2024-06-03,Reflecting a 0.2586206896551724% cut., STVN first paid dividend 1 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
JXN,Jackson Financial Inc.,0.8,0.7,83.62,84.87,383.0,23.849999999999998,EQUITY,2.8,0.03348481,3.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-19,2025-03-11,2025-02-19,2025-03-20,2025-03-10,Reflecting a 14.285714285714302% increase., JXN first paid dividend 4 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 8.78%
PDI,PIMCO Dynamic Income Fund,0.6625,0.221,19.68,19.75,1664.9999999999998,394.92998,EQUITY,0.0,0.0,2.65,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 199.7737556561086% increase., PDI first paid dividend 14 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
ICL,ICL Group Ltd.,0.05,0.049,6.1,6.45,302.0,62.17,EQUITY,0.2,0.032786887,0.2,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-12-17,2024-12-04,2025-02-26,2024-12-18,2024-12-03,Reflecting a 2.0408163265306145% increase., ICL first paid dividend 14 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 2.08%
AMKR,"Amkor Technology, Inc.",0.0825,0.488,21.95,21.72,151.0,22.299999,EQUITY,0.319,0.014533029,0.33,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-04-01,2025-03-13,2025-04-28,2025-04-02,2025-03-12,Reflecting a 0.16905737704918034% cut., AMKR first paid dividend 5 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 86.89%
DINO,HF Sinclair Corporation,0.5,0.5,36.92,36.49,542.0,219.78,EQUITY,2.0,0.054171182,2.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-19,2025-03-06,2025-02-20,2025-03-20,2025-03-05,This is line with previous dividend., DINO first paid dividend 37 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 9.33%
VOYA,"Voya Financial, Inc.",0.45,0.45,71.02,70.54,252.0,27.55,EQUITY,1.7,0.023936922,1.8,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-26,2025-02-25,2025-04-28,2025-03-27,2025-02-24,This is line with previous dividend., VOYA first paid dividend 12 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 24.57%
