symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|dividend|date|message|Ex-Dividend Date|Dividend Date|Earnings Date|payoutdate|buy_date|hist|insight
WFRD| Weatherford International plc |1.0|54.69|53.1|1.88|7.41|EQUITY|0.25|2025-02-21| Payout Ratio falls within the  low risk  range (<35%). |2025-02-21|2025-03-18|2025-04-22|2025-03-19|2025-02-20| This is line with previous dividend. | WFRD dividend growth is zero. 
MAC| Macerich Company (The) |0.68|17.29|17.08|3.98|188.89|EQUITY|0.17|2025-03-04| Payout Ratio falls within the  high risk  range (>75%). |2025-03-04|2025-03-17|2025-04-28|2025-03-18|2025-03-03| This is line with previous dividend. |  MAC first paid dividend 32 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 4.26% 
MAIN| Main Street Capital Corporation |4.2|57.47|56.66|7.41|70.43|EQUITY|0.3|2025-03-20| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-08|2025-06-12|2025-05-07|2025-06-13|2025-04-07| This is line with previous dividend. | MAIN dividend growth is zero. 
NE| Noble Corporation plc A |2.0|24.47|24.18|8.27|60.81|EQUITY|0.5|2025-03-05| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-05|2025-03-19|2025-05-05|2025-03-20|2025-03-04| This is line with previous dividend. |  NE first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 29.10% 
MC| Moelis & Company |2.6|59.66|57.91|4.49|134.83|EQUITY|0.65|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-26|2025-04-22|2025-03-27|2025-02-17| This is line with previous dividend. |  MC first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 8.33% 
LB| LandBridge Company LLC |0.4|76.26|69.69|0.57|0.0|EQUITY|0.1|2025-03-06| Payout Ratio falls within the  high risk  range (>75%). |2025-03-06|2025-03-19|2025-03-05|2025-03-20|2025-03-05| This is line with previous dividend. | LB dividend growth is zero. 
CALM| Cal-Maine Foods  Inc. |4.28|92.21|91.01|4.7|22.6|EQUITY|1.489|2025-01-29| Payout Ratio falls within the  low risk  range (<35%). |2025-01-29|2025-02-12|2025-04-08|2025-02-13|2025-01-28| This is line with previous dividend. |  CALM first paid dividend 26 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 49.35% 
SNDR| Schneider National  Inc. |0.38|23.47|22.65|1.68|57.58|EQUITY|0.095|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-04-08|2025-04-30|2025-04-09|2025-03-13| This is line with previous dividend. | SNDR dividend growth is zero. 
FNB| F.N.B. Corporation |0.48|13.73|13.41|3.58|37.8|EQUITY|0.12|2025-03-03| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-03|2025-03-14|2025-04-16|2025-03-15|2025-03-02| This is line with previous dividend. | FNB dividend growth is zero. 
CWEN| Clearway Energy  Inc. |1.72|30.07|30.17|5.72|220.61|EQUITY|0.431|2025-03-03| Payout Ratio falls within the  high risk  range (>75%). |2025-03-03|2025-03-16|2025-05-07|2025-03-17|2025-03-02| This is line with previous dividend. |  CWEN first paid dividend 11 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 15.47% 
HMY| Harmony Gold Mining Company Lim |0.18|12.84|14.06|1.26|14.26|EQUITY|0.052|2024-10-11| Payout Ratio falls within the  low risk  range (<35%). |2025-04-11|2025-04-20|2025-03-04|2025-04-21|2025-04-10| This is line with previous dividend. | HMY dividend growth is zero. 
BIPC| Brookfield Infrastructure Corpo |1.72|36.79|36.09|4.77|15.8|EQUITY|0.43|2025-02-28| Payout Ratio falls within the  low risk  range (<35%). |2025-02-28|2025-03-30|2025-01-30|2025-03-31|2025-02-27| This is line with previous dividend. |  BIPC first paid dividend 6 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 5.87% 
CHX| ChampionX Corporation |0.38|30.15|29.87|1.27|23.03|EQUITY|0.095|2025-01-03| Payout Ratio falls within the  low risk  range (<35%). |2025-04-04|2025-04-24|2025-04-22|2025-04-25|2025-04-03| This is line with previous dividend. |  CHX first paid dividend 4 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 5.72% 
BPOPO| Popular  Inc. |1.59|0.0|24.15|6.6||EQUITY|0.133|2024-11-15| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2024-09-29|2025-04-21|2024-09-30|2025-03-13| This is line with previous dividend. | BPOPO dividend growth is zero. 
BCPC| Balchem Corporation |0.87|166.11|163.79|0.53|22.14|EQUITY|0.87|2024-12-26| Payout Ratio falls within the  low risk  range (<35%). |2024-12-26|2025-01-16|2025-05-01|2025-01-17|2024-12-25| This is line with previous dividend. | BCPC dividend growth is zero. 
PFSI| PennyMac Financial Services  In |1.2|101.23|100.35|1.2|17.12|EQUITY|0.3|2025-02-13| Payout Ratio falls within the  low risk  range (<35%). |2025-02-13|2025-02-22|2025-04-22|2025-02-23|2025-02-12| This is line with previous dividend. |  PFSI first paid dividend 8 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 50.00% 
MYTHY| METLEN ENERGY & METALS S A |1.66|0.0|44.785|3.71|35.33|EQUITY|1.662234|2024-06-27| Payout Ratio falls within the  high risk  range (>75%). |2024-06-27|2024-07-16|2025-02-20|2024-07-17|2024-06-26| This is line with previous dividend. | MYTHY dividend growth is zero. 
IDCC| InterDigital  Inc. |2.4|215.05|210.04|1.14|13.67|EQUITY|0.45|2025-01-08| Payout Ratio falls within the  low risk  range (<35%). |2025-04-09|2025-04-22|2025-04-30|2025-04-23|2025-04-08| This is line with previous dividend. |  IDCC first paid dividend 15 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 5.15% 
THO| Thor Industries  Inc. |2.0|80.83|77.08|2.59|51.99|EQUITY|0.5|2025-01-06| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-04-08|2025-04-21|2025-06-03|2025-04-22|2025-04-07| This is line with previous dividend. |  THO first paid dividend 39 years ago but dividends are growing only for 11 years. Dividend Growth Rate for last 5 years is 4.56% 
CUZ| Cousins Properties Incorporated |1.28|29.64|29.53|4.33|426.67|EQUITY|0.32|2025-01-03| Payout Ratio falls within the  high risk  range (>75%). |2025-04-03|2025-04-14|2025-05-01|2025-04-15|2025-04-02| This is line with previous dividend. | CUZ dividend growth is zero. 
SWX| Southwest Gas Holdings  Inc. |2.48|72.07|72.97|3.4|89.86|EQUITY|0.62|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-05-15|2025-06-01|2025-05-06|2025-06-02|2025-05-14| This is line with previous dividend. | SWX dividend growth is zero. 
HXL| Hexcel Corporation |0.68|58.1|56.31|1.21|37.74|EQUITY|0.17|2025-02-07| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-07|2025-02-13|2025-04-21|2025-02-14|2025-02-06| This is line with previous dividend. |  HXL first paid dividend 16 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 19.35% 
BEPC| Brookfield Renewable Corporatio |1.49|28.04|27.96|5.34|108.09|EQUITY|0.373|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-30|2025-05-01|2025-03-31|2025-02-27| This is line with previous dividend. |  BEPC first paid dividend 6 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 5.21% 
PECO| Phillips Edison & Company  Inc. |1.23|35.69|35.96|3.42|233.33|EQUITY|0.103|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2025-04-30|2025-04-24|2025-05-01|2025-04-14| This is line with previous dividend. | PECO dividend growth is zero. 
LEA| Lear Corporation |3.08|89.31|87.96|3.5|34.34|EQUITY|0.77|2025-03-06| Payout Ratio falls within the  low risk  range (<35%). |2025-03-06|2025-03-25|2025-04-28|2025-03-26|2025-03-05| This is line with previous dividend. | LEA dividend growth is zero. 
SOBO| South Bow Corporation |2.0|26.03|26.19|7.64|32.89|EQUITY|0.5|2024-12-31| Payout Ratio falls within the  low risk  range (<35%). |2025-03-31|2025-04-14|2025-03-05|2025-04-15|2025-03-30| This is line with previous dividend. | SOBO dividend growth is zero. 
FFIN| First Financial Bankshares  Inc |0.72|36.29|35.81|2.01|46.15|EQUITY|0.18|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-31|2025-04-16|2025-04-01|2025-03-13| This is line with previous dividend. |  FFIN first paid dividend 33 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 6.72% 
VLY| Valley National Bancorp |0.44|8.98|8.78|5.01|63.77|EQUITY|0.11|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-31|2025-04-24|2025-04-01|2025-03-13| This is line with previous dividend. | VLY dividend growth is zero. 
UBSI| United Bankshares  Inc. |1.48|34.86|34.4|4.3|53.82|EQUITY|0.37|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-31|2025-04-23|2025-04-01|2025-03-13| This is line with previous dividend. |  UBSI first paid dividend 39 years ago but dividends are growing only for 20 years. Dividend Growth Rate for last 5 years is 1.12% 
CTRE| CareTrust REIT  Inc. |1.34|28.56|28.96|4.63|145.0|EQUITY|0.29|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-30|2025-04-15|2025-03-30| This is line with previous dividend. | CTRE dividend growth is zero. 
SKLTY| Seek Ltd |0.52|27.61|28.09|1.86|284.81|EQUITY|0.305|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |2025-03-19|2024-10-17|2025-02-17|2024-10-18|2025-03-18| This is line with previous dividend. |  SKLTY first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 43.87% 
TKR| Timken Company (The) |1.36|73.79|71.97|1.89|27.05|EQUITY|0.34|2025-02-25| Payout Ratio falls within the  low risk  range (<35%). |2025-02-25|2025-03-06|2025-04-28|2025-03-07|2025-02-24| This is line with previous dividend. |  TKR first paid dividend 41 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 3.96% 
NXST| Nexstar Media Group  Inc. |7.44|179.49|176.45|4.22|31.57|EQUITY|1.86|2025-02-12| Payout Ratio falls within the  low risk  range (<35%). |2025-02-12|2025-02-25|2025-05-08|2025-02-26|2025-02-11| This is line with previous dividend. |  NXST first paid dividend 13 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 27.13% 
ACT| Enact Holdings  Inc. |0.74|35.03|34.4|2.15|16.36|EQUITY|0.185|2025-02-21| Payout Ratio falls within the  low risk  range (<35%). |2025-02-21|2025-03-13|2025-04-29|2025-03-14|2025-02-20| This is line with previous dividend. |  ACT first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00% 
WTM| White Mountains Insurance Group |1.0|1946.64|1902.57|0.05|1.11|EQUITY|1.0|2025-03-17| Payout Ratio falls within the  low risk  range (<35%). |2025-03-17|2025-03-25|2025-05-07|2025-03-26|2025-03-16| This is line with previous dividend. | WTM dividend growth is zero. 
OZK| Bank OZK |1.68|44.97|43.73|3.84|25.73|EQUITY|0.42|2025-01-14| Payout Ratio falls within the  low risk  range (<35%). |2025-01-14|2025-01-20|2025-04-15|2025-01-21|2025-01-13| This is line with previous dividend. |  OZK first paid dividend 28 years ago but dividends are growing only for 16 years. Dividend Growth Rate for last 5 years is 9.24% 
SEE| Sealed Air Corporation |0.8|29.56|29.0|2.76|43.48|EQUITY|0.2|2025-03-14| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-14|2025-03-27|2025-04-30|2025-03-28|2025-03-13| This is line with previous dividend. |  SEE first paid dividend 23 years ago but dividends are growing only for 15 years. Dividend Growth Rate for last 5 years is 4.56% 
BKGFY| Berkeley Group Holdings Plc. |0.17|9.36|9.26|1.85|18.42|EQUITY|0.083|2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |2025-03-10|2024-10-06|2025-06-25|2024-10-07|2025-03-09| This is line with previous dividend. | BKGFY dividend growth is zero. 
IBP| Installed Building Products  In |3.12|172.29|170.63|1.83|15.38|EQUITY|2.07|2025-03-14| Payout Ratio falls within the  low risk  range (<35%). |2025-03-14|2025-03-30|2025-05-07|2025-03-31|2025-03-13| This is line with previous dividend. |  IBP first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 491.43% 
NEU| NewMarket Corp |11.0|558.53|552.17|1.99|20.74|EQUITY|2.75|2025-03-17| Payout Ratio falls within the  low risk  range (<35%). |2025-03-17|2025-03-31|2025-04-22|2025-04-01|2025-03-16| This is line with previous dividend. |  NEU first paid dividend 36 years ago but dividends are growing only for 13 years. Dividend Growth Rate for last 5 years is 7.68% 
SLG| SL Green Realty Corp |3.09|58.33|57.55|5.37|3759.38|EQUITY|0.258|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-16|2025-04-15|2025-03-30| This is line with previous dividend. |  SLG first paid dividend 29 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 3.20% 
KRC| Kilroy Realty Corporation |2.16|34.23|33.25|6.5|122.03|EQUITY|0.54|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-08|2025-04-30|2025-04-09|2025-03-30| This is line with previous dividend. | KRC dividend growth is zero. 
CBT| Cabot Corporation |1.72|84.1|82.27|2.09|22.5|EQUITY|0.43|2025-02-28| Payout Ratio falls within the  low risk  range (<35%). |2025-02-28|2025-03-13|2025-05-05|2025-03-14|2025-02-27| This is line with previous dividend. |  CBT first paid dividend 41 years ago but dividends are growing only for 21 years. Dividend Growth Rate for last 5 years is 4.20% 
PHTCF| PLDT INC |1.7|0.0|22.5|7.57|64.32|EQUITY|0.885|2024-08-22| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-12|2018-04-26|2025-05-07|2018-04-27|2025-03-11| This is line with previous dividend. | PHTCF dividend growth is zero. 
KBH| KB Home |1.0|59.21|57.73|1.73|12.22|EQUITY|0.25|2025-02-06| Payout Ratio falls within the  low risk  range (<35%). |2025-02-06|2025-02-19|2025-06-16|2025-02-20|2025-02-05| This is line with previous dividend. |  KBH first paid dividend 39 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 22.67% 
ACA| Arcosa  Inc. |0.2|81.88|79.97|0.25|10.47|EQUITY|0.05|2025-01-15| Payout Ratio falls within the  low risk  range (<35%). |2025-04-15|2025-04-29|2025-04-30|2025-04-30|2025-04-14| This is line with previous dividend. | ACA dividend growth is zero. 
RDN| Radian Group Inc. |1.02|33.45|32.82|3.11|25.0|EQUITY|0.255|2025-02-24| Payout Ratio falls within the  low risk  range (<35%). |2025-02-24|2025-03-10|2025-04-29|2025-03-11|2025-02-23| This is line with previous dividend. |  RDN first paid dividend 33 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 16.17% 
LANC| Lancaster Colony Corporation |3.8|176.44|174.79|2.17|64.15|EQUITY|0.95|2025-03-07| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-07|2025-03-30|2025-04-30|2025-03-31|2025-03-06| This is line with previous dividend. |  LANC first paid dividend 40 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 6.30% 
KTB| Kontoor Brands  Inc. |2.08|65.39|63.79|3.26|46.33|EQUITY|0.52|2025-03-10| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-03-10|2025-03-19|2025-04-30|2025-03-20|2025-03-09| This is line with previous dividend. |  KTB first paid dividend 7 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 6.78% 
PIPR| Piper Sandler Companies |2.6|253.79|247.49|1.05|24.41|EQUITY|3.65|2025-03-04| Payout Ratio falls within the  low risk  range (<35%). |2025-03-04|2025-03-13|2025-04-24|2025-03-14|2025-03-03| This is line with previous dividend. |  PIPR first paid dividend 9 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 508.33% 
CRC| California Resources Corporatio |1.55|44.24|43.83|3.54|30.19|EQUITY|0.388|2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |2025-03-10|2025-03-20|2025-05-05|2025-03-21|2025-03-09| This is line with previous dividend. |  CRC first paid dividend 5 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 31.66% 
COLM| Columbia Sportswear Company |1.2|76.76|75.3|1.59|31.41|EQUITY|0.3|2025-03-10| Payout Ratio falls within the  low risk  range (<35%). |2025-03-10|2025-03-20|2025-05-01|2025-03-21|2025-03-09| This is line with previous dividend. |  COLM first paid dividend 20 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 3.64% 
FUN| Six Flags Entertainment Corpora |1.2|37.1|35.42|3.39|50.0|EQUITY|0.3|2024-06-05| Payout Ratio falls within the  medium risk  range (33%-75%). |2024-06-05|2024-06-18|2025-02-27|2024-06-19|2024-06-04| This is line with previous dividend. | FUN dividend growth is zero. 
SON| Sonoco Products Company |2.08|46.88|46.7|4.45|304.41|EQUITY|0.52|2025-02-26| Payout Ratio falls within the  high risk  range (>75%). |2025-02-26|2025-03-09|2025-04-29|2025-03-10|2025-02-25| This is line with previous dividend. |  SON first paid dividend 36 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 2.00% 
