symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,message,DividendDate,DividendDate.1,ExDividendDate,ExDividendDate.1,EarningsDate,payoutdate,buy_date,hist,insight
RWT-PA,"Redwood Trust, Inc. 10.00% Seri",0.625,0.625,24.5149,24.77,,0.0,EQUITY,"RWT-PA does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"RWT-PA started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
DTB,DTE Energy Company 2020 Series ,0.273,0.273,17.96,,,0.0,EQUITY,"DTB does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"DTB started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
DTG,DTE Energy Company 2021 Series ,0.273,0.273,18.06,,,0.0,EQUITY,"DTG does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"DTG started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
WAFDP,"WaFd, Inc. - Depositary Shares",0.305,0.305,16.24,16.31,7.47,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-21,2025-04-15,2025-03-30,This is in line with the previous dividend.,"WAFDP started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 8.14%."
ACGLN,Arch Capital Group Ltd. - Depos,0.284,0.284,17.43,17.5,6.5,0.0,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-29,2025-03-31,2025-03-13,This is in line with the previous dividend.,"ACGLN started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -4.68%."
USOI,ETRACS Crude Oil Shares Covered,0.384,0.384,61.35,,23.78,0.0,ETF,"USOI does not have available dividend date information.
",,,,,,,,Reflecting a -355.73% cut.,USOI has just started to pay dividends.
SLVO,ETRACS Silver Shares Covered Ca,1.294,1.294,82.3,,22.04,0.0,ETF,"SLVO does not have available dividend date information.
",,,,,,,,Reflecting a 18.08% increase.,SLVO has just started to pay dividends.
GLDI,ETRACS Gold Shares Covered Call,0.885,0.885,161.8,,12.27,0.0,ETF,"GLDI does not have available dividend date information.
",,,,,,,,Reflecting a -117.40% cut.,GLDI has just started to pay dividends.
ELPC,Companhia Paranaense de Energia,0.131,0.131,6.74,6.93,1.91,22.76,EQUITY,,2025-01-01,2025-01-01,2024-12-13,2024-12-13,2025-05-08,2025-01-02,2024-12-12,Reflecting a 16.03% increase.,ELPC has just started to pay dividends.
KMPB,Kemper Corporation 5.875% Fixed,0.367,0.367,22.54,,,0.0,EQUITY,"KMPB does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"KMPB started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is -1.84%."
INVUP,Investview Inc.,0.8125,0.8125,24.99,24.75,13.13,0.0,EQUITY,,2024-10-14,2024-10-14,2025-03-31,2025-03-31,2025-05-12,2024-10-15,2025-03-30,This is in line with the previous dividend.,"INVUP started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
REGCP,Regency Centers Corporation - 6,0.391,0.391,23.34,23.37,6.69,0.0,EQUITY,,2025-04-29,2025-04-29,2025-04-15,2025-04-15,2025-04-30,2025-04-30,2025-04-14,This is in line with the previous dividend.,REGCP has just started to pay dividends.
REGCO,Regency Centers Corporation - 5,0.367,0.367,21.92,21.8599,6.72,0.0,EQUITY,,2025-04-29,2025-04-29,2025-04-15,2025-04-15,2025-04-30,2025-04-30,2025-04-14,This is in line with the previous dividend.,"REGCO started paying dividends 3 years ago, but there is no recorded dividend growth in the last 2 years."
RNR-PG,RenaissanceRe Holdings Ltd. Dep,0.2625,0.2625,15.85,15.87,6.62,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-28,2025-02-28,2025-04-23,2025-03-03,2025-02-27,This is in line with the previous dividend.,"RNR-PG started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 16.42%."
RWTN,"Redwood Trust, Inc. 9.125% Seni",0.57,0.57,24.79,,,0.0,EQUITY,"RWTN does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,RWTN has just started to pay dividends.
GPUS-PD,"Hyperscale Data, Inc. 13.00% Se",0.270833,0.270833,11.75,12.0,,0.0,EQUITY,"GPUS-PD does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"GPUS-PD started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
AFGB,"American Financial Group, Inc. ",0.367,0.367,21.92,,,0.0,EQUITY,"AFGB does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"AFGB started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
AFGE,"American Financial Group, Inc. ",0.281,0.281,17.23,,,0.0,EQUITY,"AFGE does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"AFGE started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
AFGD,"American Financial Group, Inc. ",0.352,0.352,21.46,,,0.0,EQUITY,"AFGD does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"AFGD started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
EPR-PE,EPR Properties Series E Cumulat,0.5625,0.5625,30.01,29.615,7.6,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-29,2025-04-15,2025-03-30,This is in line with the previous dividend.,"EPR-PE started paying dividends 18 years ago, but there is no recorded dividend growth in the last 5 years."
EPR-PC,EPR Properties 5.75% Series C C,0.359375,0.359375,23.08,23.05,6.24,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-29,2025-04-15,2025-03-30,This is in line with the previous dividend.,"EPR-PC started paying dividends 20 years ago, but there is no recorded dividend growth in the last 5 years."
MFAO,"MFA Financial, Inc. 9.000% Seni",0.563,0.563,25.33,,,0.0,EQUITY,"MFAO does not have available dividend date information.
",,,,,,,,Reflecting a -31.08% cut.,MFAO has just started to pay dividends.
MFAN,"MFA Financial, Inc. 8.875% Seni",0.555,0.555,25.07,,,0.0,EQUITY,"MFAN does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,MFAN has just started to pay dividends.
MFA-PC,"MFA Financial, Inc. 6.50% Serie",0.40625,0.40625,24.8,24.75,6.57,0.0,EQUITY,,2025-03-30,2025-03-30,2025-03-04,2025-03-04,2025-05-05,2025-03-31,2025-03-03,This is in line with the previous dividend.,"MFA-PC started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -5.27%."
WTFCP,Wintrust Financial Corporation ,0.43,0.43,24.9403,25.0,6.88,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-01,2025-04-01,2025-04-21,2025-04-15,2025-03-31,This is in line with the previous dividend.,"WTFCP started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -9.80%."
MGRD,"Affiliated Managers Group, Inc.",0.263,0.263,15.73,,,0.0,EQUITY,"MGRD does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"MGRD started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 3.98%."
MGRB,"Affiliated Managers Group, Inc.",0.297,0.297,17.54,,,0.0,EQUITY,"MGRB does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"MGRB started paying dividends 6 years ago, but there is no recorded dividend growth in the last 4 years."
MGR,"Affiliated Managers Group, Inc.",0.367,0.367,21.35,,,0.0,EQUITY,"MGR does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"MGR started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
MGRE,"Affiliated Managers Group, Inc.",0.422,0.422,24.0,,,0.0,EQUITY,"MGRE does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,MGRE has just started to pay dividends.
MBNKP,Medallion Bank - Fixed-to-Float,0.5,0.5,25.61,25.62,7.81,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"MBNKP started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
LFMDP,"LifeMD, Inc. - 8.875% Series A ",0.555,0.555,25.25,26.5,8.37,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-04,2025-04-04,2025-05-06,2025-04-15,2025-04-03,This is in line with the previous dividend.,"LFMDP started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
WCC-PA,"WESCO International, Inc. Depos",0.664063,0.664063,25.26,25.29,10.51,0.0,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-30,2025-03-31,2025-03-13,This is in line with the previous dividend.,"WCC-PA started paying dividends 6 years ago, but there is no recorded dividend growth in the last 4 years."
FCELB,"FuelCell Energy, Inc.",12.5,12.5,337.52,337.0,14.84,0.0,EQUITY,,2024-11-14,2024-11-14,2025-01-31,2025-01-31,2025-06-09,2024-11-15,2025-01-30,This is in line with the previous dividend.,"FCELB started paying dividends 6 years ago, but there is no recorded dividend growth in the last 5 years."
KIM-PN,Kimco Realty Corporation Deposi,0.90625,0.90625,59.83,59.2438,6.03,0.0,EQUITY,,2025-04-14,2025-04-14,2025-04-01,2025-04-01,2025-05-01,2025-04-15,2025-03-31,This is in line with the previous dividend.,KIM-PN has just started to pay dividends.
SPE-PC,Special Opportunities Fund Inc.,0.171875,0.171875,24.1781,24.25,2.84,0.0,EQUITY,,,,,,,,,This is in line with the previous dividend.,"SPE-PC started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
GTLS-PB,"Chart Industries, Inc. Deposita",0.84375,0.84375,54.77,56.2,6.01,0.0,EQUITY,,2025-03-16,2025-03-16,2025-02-28,2025-02-28,2025-05-01,2025-03-17,2025-02-27,This is in line with the previous dividend.,GTLS-PB has just started to pay dividends.
VNO-PO,Vornado Realty Trust 4.45% Seri,0.278125,0.278125,14.63,14.26,7.8,0.0,EQUITY,,2025-03-31,2025-03-31,2025-03-17,2025-03-17,2025-05-05,2025-04-01,2025-03-16,This is in line with the previous dividend.,"VNO-PO started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
VNO-PN,Vornado Realty Trust 5.25% Seri,0.328125,0.328125,16.51,16.2,8.1,0.0,EQUITY,,2025-03-31,2025-03-31,2025-03-17,2025-03-17,2025-05-05,2025-04-01,2025-03-16,This is in line with the previous dividend.,"VNO-PN started paying dividends 6 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 0.00%."
FLG-PA,"Flagstar Financial, Inc. Deposi",0.3984,0.3984,23.68,23.45,6.67,0.0,EQUITY,,2025-03-16,2025-03-16,2025-03-07,2025-03-07,2025-04-29,2025-03-17,2025-03-06,This is in line with the previous dividend.,"FLG-PA started paying dividends 9 years ago, but there is no recorded dividend growth in the last 5 years."
FLG-PU,"Flagstar Financial, Inc. Bifurc",0.75,0.75,37.28,,,0.0,EQUITY,"FLG-PU does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,FLG-PU has just started to pay dividends.
TCBIO,"Texas Capital Bancshares, Inc. ",0.359,0.359,19.39,19.41,7.41,0.0,EQUITY,,2025-03-16,2025-03-16,2025-03-03,2025-03-03,2025-04-16,2025-03-17,2025-03-02,This is in line with the previous dividend.,"TCBIO started paying dividends 5 years ago, but there is no recorded dividend growth in the last 4 years."
ADC-PA,Agree Realty Corporation Deposi,0.08854,0.08854,17.21,17.4,6.15,0.0,EQUITY,,2025-03-31,2025-03-31,2025-03-21,2025-03-21,2025-04-21,2025-04-01,2025-03-20,This is in line with the previous dividend.,"ADC-PA started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 20.99%."
FFHPF,FAIRFAX FINANCIAL HLDGS LTD,0.21859261,0.21859261,17.75,17.755,4.91,0.0,EQUITY,,2024-03-27,2024-03-27,2025-03-14,2025-03-14,2025-04-30,2024-03-28,2025-03-13,This is in line with the previous dividend.,"FFHPF started paying dividends 4 years ago, but there is no recorded dividend growth in the last 3 years."
FXFHF,FAIRFAX FINANCIAL HLDGS LTD CUM,0.24308965,0.24308965,15.21,17.35,6.84,0.0,EQUITY,,2024-03-26,2024-03-26,2025-03-14,2025-03-14,2025-04-30,2024-03-27,2025-03-13,Reflecting a -19.10% cut.,FXFHF has just started to pay dividends.
MS-PQ,Morgan Stanley Depositary Share,0.414063,0.414063,25.5,25.6,6.47,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-11,2025-04-15,2025-03-30,This is in line with the previous dividend.,MS-PQ has just started to pay dividends.
MS-PP,Morgan Stanley Depositary Share,0.40625,0.40625,25.25,25.34,6.41,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-11,2025-04-15,2025-03-30,This is in line with the previous dividend.,"MS-PP started paying dividends 4 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 7.23%."
MS-PO,Morgan Stanley Depositary Share,0.265625,0.265625,17.93,17.97,5.91,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-11,2025-04-15,2025-03-30,This is in line with the previous dividend.,"MS-PO started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
MS-PL,Morgan Stanley Depositary Share,0.304688,0.304688,20.33,20.24,6.02,0.0,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-11,2025-04-15,2025-03-30,This is in line with the previous dividend.,"MS-PL started paying dividends 7 years ago, but there is no recorded dividend growth in the last 3 years."
FAXRF,FAIRFAX FINANCIAL HLDGS LTD 5% ,0.136,0.136,0.0,13.68,3.78,0.0,EQUITY,,2024-03-27,2024-03-27,2025-03-14,2025-03-14,2025-04-30,2024-03-28,2025-03-13,Reflecting a 0.74% increase.,FAXRF has just started to pay dividends.
SREA,DBA Sempra 5.750% Junior Subord,0.359,0.359,21.43,,,0.0,EQUITY,"SREA does not have available dividend date information.
",,,,,,,,This is in line with the previous dividend.,"SREA started paying dividends 7 years ago, but there is no recorded dividend growth in the last 3 years."
POWWP,"AMMO, Inc. - 8.75% Series A Cum",0.547,0.547,22.41,21.85,10.18,0.0,EQUITY,,2025-03-16,2025-03-16,2025-02-28,2025-02-28,2025-06-11,2025-03-17,2025-02-27,Reflecting a -2.19% cut.,POWWP has just started to pay dividends.
ORANY,Orange,0.452,0.452,12.96,12.96,5.96,96.34,EQUITY,,2024-12-19,2024-12-19,2024-12-02,2024-12-02,2025-04-24,2024-12-20,2024-12-01,This is in line with the previous dividend.,ORANY has just started to pay dividends.
OCFCP,OceanFirst Financial Corp. - De,0.438,0.438,25.24,25.3,6.92,0.0,EQUITY,,2025-02-16,2025-02-16,2025-01-31,2025-01-31,2025-04-16,2025-02-17,2025-01-30,This is in line with the previous dividend.,"OCFCP started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -1.65%."
COF-PJ,Capital One Financial Corporati,0.3,0.3,18.14,18.15,6.62,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-22,2025-03-03,2025-02-17,This is in line with the previous dividend.,"COF-PJ started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -5.75%."
COF-PI,Capital One Financial Corporati,0.3125,0.3125,18.98,19.07,6.59,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-22,2025-03-03,2025-02-17,This is in line with the previous dividend.,"COF-PI started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
COF-PN,Capital One Financial Corporati,0.265625,0.265625,16.1,16.12,6.6,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-22,2025-03-03,2025-02-17,This is in line with the previous dividend.,"COF-PN started paying dividends 5 years ago, but there is no recorded dividend growth in the last 3 years."
COF-PL,Capital One Financial Corporati,0.273438,0.273438,16.44,16.55,6.65,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-22,2025-03-03,2025-02-17,This is in line with the previous dividend.,"COF-PL started paying dividends 5 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is -6.35%."
COF-PK,Capital One Financial Corporati,0.289063,0.289063,17.65,17.63,6.55,0.0,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-22,2025-03-03,2025-02-17,This is in line with the previous dividend.,"COF-PK started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 3.99%."
CCNEP,CNB Financial Corporation - Dep,0.445,0.445,24.89,24.7101,7.21,0.0,EQUITY,,2025-02-27,2025-02-27,2025-02-14,2025-02-14,2025-04-14,2025-02-28,2025-02-13,This is in line with the previous dividend.,"CCNEP started paying dividends 6 years ago, but there is no recorded dividend growth in the last 4 years."
